,period,periodTime,periodTimeRemaining,event,eventType,eventResult,eventTeam,eventId,x0,y0,x1,y1,pass0x0,pass0y0,pass0x1,pass0y1,pass0result,pass0team,pass1x0,pass1y0,pass1x1,pass1y1,pass1result,pass1team,pass2x0,pass2y0,pass2x1,pass2y1,pass2result,pass2team,pass3x0,pass3y0,pass3x1,pass3y1,pass3result,pass3team,pass4x0,pass4y0,pass4x1,pass4y1,pass4result,pass4team,tags,linkedEvents,awayPlayer0Id,awayPlayer1Id,awayPlayer2Id,awayPlayer3Id,awayPlayer4Id,awayPlayer5Id,homePlayer0Id,homePlayer1Id,homePlayer2Id,homePlayer3Id,homePlayer4Id,homePlayer5Id,pass0player0Id,pass0player1Id,pass1player0Id,pass1player1Id,pass2player0Id,pass2player1Id,pass3player0Id,pass3player1Id,pass4player0Id,pass4player1Id,player0Id,player1Id
80,1,5:49:00,14:11:00,Missed Shot,NA,NA,TOR,2017020794_34_shawn.ferris@wne.edu,-37,25,NA,NA,-46,40,-30,39,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_431412505_shawn.ferris@wne.edu:2017020794_718023223_shawn.ferris@wne.edu,Ron Hainsey,Dominic Moore,Kasperi Kapanen,Frederik Andersen,Morgan Rielly,Leo Komarov,Austin Czarnik,Tuukka Rask,Matt Grzelcyk,Sean Kuraly,Adam McQuaid,Frank Vatrano,Leo Komarov,Dominic Moore,NA,NA,NA,NA,NA,NA,NA,NA,Dominic Moore,NA
81,1,9:49:00,10:11:00,Shot,Wrist Shot,NA,BOS,2017020794_52_shawn.ferris@wne.edu,42,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_738378312_shawn.ferris@wne.edu,Patrick Marleau,Mitchell Marner,Nikita Zaitsev,Frederik Andersen,Auston Matthews,Jake Gardiner,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Backes,Frederik Andersen
82,1,10:50:00,9:10:00,Shot,Tip-In,NA,BOS,2017020794_57_shawn.ferris@wne.edu,80,0,NA,NA,51,-38,78,0,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tip,2017020794_906894185_shawn.ferris@wne.edu:2017020794_940525057_shawn.ferris@wne.edu,Connor Carrick,Travis Dermott,James van Riemsdyk,William Nylander,Frederik Andersen,Tyler Bozak,Brandon Carlo,Austin Czarnik,Tuukka Rask,Torey Krug,Sean Kuraly,Frank Vatrano,Austin Czarnik,Sean Kuraly,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kuraly,Frederik Andersen
83,1,11:00:00,9:00:00,Shot,Wrist Shot,NA,BOS,2017020794_59_shawn.ferris@wne.edu,61,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rebound,2017020794_906894185_shawn.ferris@wne.edu:2017020794_940525057_shawn.ferris@wne.edu,Connor Carrick,Travis Dermott,James van Riemsdyk,Connor Brown,Frederik Andersen,Tyler Bozak,Austin Czarnik,Tuukka Rask,Matt Grzelcyk,Sean Kuraly,Adam McQuaid,Frank Vatrano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank Vatrano,Frederik Andersen
84,1,11:04:00,8:56:00,Missed Shot,NA,NA,BOS,2017020794_62_shawn.ferris@wne.edu,29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,Travis Dermott,Kasperi Kapanen,Frederik Andersen,Tyler Bozak,Leo Komarov,Brandon Carlo,Austin Czarnik,Tuukka Rask,Torey Krug,Sean Kuraly,Frank Vatrano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Torey Krug,NA
85,1,11:24:00,8:36:00,Shot,Tip-In,NA,BOS,2017020794_64_shawn.ferris@wne.edu,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,Travis Dermott,Kasperi Kapanen,Frederik Andersen,Tyler Bozak,Leo Komarov,Brandon Carlo,Austin Czarnik,Tuukka Rask,Torey Krug,Sean Kuraly,Frank Vatrano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kuraly,Frederik Andersen
86,1,11:49:00,8:11:00,Missed Shot,NA,NA,BOS,2017020794_65_shawn.ferris@wne.edu,37,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dominic Moore,Nikita Zaitsev,James van Riemsdyk,Connor Brown,Frederik Andersen,Jake Gardiner,Brandon Carlo,Tuukka Rask,David Krejci,Torey Krug,Ryan Spooner,Jake DeBrusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jake DeBrusk,NA
87,1,13:04:00,6:56:00,Shot,Wrist Shot,NA,TOR,2017020794_69_shawn.ferris@wne.edu,-57,26,NA,NA,95,-6,53,-38,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rush,2017020794_47527776_shawn.ferris@wne.edu:2017020794_847474955_shawn.ferris@wne.edu,Ron Hainsey,Patrick Marleau,Mitchell Marner,Frederik Andersen,Nazem Kadri,Morgan Rielly,Riley Nash,Brandon Carlo,Tuukka Rask,David Backes,Torey Krug,Tim Schaller,Travis Dermott,Mitchell Marner,NA,NA,NA,NA,NA,NA,NA,NA,Mitchell Marner,Tuukka Rask
88,1,13:12:00,6:48:00,Shot,Wrist Shot,NA,TOR,2017020794_71_shawn.ferris@wne.edu,-49,2,NA,NA,-52,-29,-53,1,Completed,TOR,-29,37,-29,-18,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_47527776_shawn.ferris@wne.edu:2017020794_847474955_shawn.ferris@wne.edu,Ron Hainsey,Patrick Marleau,Mitchell Marner,Frederik Andersen,Nazem Kadri,Morgan Rielly,Riley Nash,Brandon Carlo,Tuukka Rask,David Backes,Torey Krug,Tim Schaller,Morgan Rielly,Nazem Kadri,Patrick Marleau,Morgan Rielly,NA,NA,NA,NA,NA,NA,Nazem Kadri,Tuukka Rask
89,1,14:18:00,5:42:00,Shot,Wrist Shot,NA,BOS,2017020794_77_shawn.ferris@wne.edu,84,-9,NA,NA,97,-1,89,-10,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dominic Moore,Nikita Zaitsev,Kasperi Kapanen,Frederik Andersen,Leo Komarov,Jake Gardiner,Austin Czarnik,Tuukka Rask,Matt Grzelcyk,Sean Kuraly,Adam McQuaid,Frank Vatrano,Austin Czarnik,Sean Kuraly,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kuraly,Frederik Andersen
90,1,14:43:00,5:17:00,Shot,Wrist Shot,NA,TOR,2017020794_78_shawn.ferris@wne.edu,49,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dominic Moore,Nikita Zaitsev,Travis Dermott,Kasperi Kapanen,Frederik Andersen,Leo Komarov,Brandon Carlo,Tuukka Rask,David Krejci,Torey Krug,Ryan Spooner,Jake DeBrusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nikita Zaitsev,Tuukka Rask
91,1,16:38:00,3:22:00,Missed Shot,NA,NA,BOS,2017020794_88,57,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick Marleau,Mitchell Marner,Travis Dermott,Frederik Andersen,Nazem Kadri,Jake Gardiner,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Backes,NA
92,1,16:42:00,3:18:00,Shot,Wrist Shot,NA,BOS,2017020794_89_shawn.ferris@wne.edu,36,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick Marleau,Mitchell Marner,Travis Dermott,Frederik Andersen,Nazem Kadri,Jake Gardiner,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zdeno Chara,Frederik Andersen
93,1,16:47:00,3:13:00,Shot,Tip-In,NA,BOS,2017020794_90_shawn.ferris@wne.edu,67,5,NA,NA,29,33,68,18,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tip,NA,Patrick Marleau,Mitchell Marner,Travis Dermott,Frederik Andersen,Nazem Kadri,Jake Gardiner,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,Zdeno Chara,Riley Nash,NA,NA,NA,NA,NA,NA,NA,NA,Riley Nash,Frederik Andersen
94,1,17:29:00,2:31:00,Missed Shot,NA,NA,BOS,2017020794_96,38,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron Hainsey,Zach Hyman,William Nylander,Frederik Andersen,Auston Matthews,Morgan Rielly,Zdeno Chara,Patrice Bergeron,Tuukka Rask,Danton Heinen,Charlie McAvoy,David Pastrnak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrice Bergeron,NA
95,1,17:54:00,2:06:00,Shot,Wrist Shot,NA,BOS,2017020794_97_shawn.ferris@wne.edu,36,-27,NA,NA,59,-16,36,-26,Completed,BOS,6,-31,23,1,Completed,BOS,-82,24,-21,-29,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_481941921_shawn.ferris@wne.edu,Connor Carrick,Travis Dermott,William Nylander,Frederik Andersen,Auston Matthews,Leo Komarov,Brandon Carlo,Tuukka Rask,David Krejci,Torey Krug,Jake DeBrusk,David Pastrnak,Sean Kuraly,David Pastrnak,Frank Vatrano,Sean Kuraly,Zdeno Chara,Frank Vatrano,NA,NA,NA,NA,David Pastrnak,Frederik Andersen
96,1,18:45:00,1:15:00,Shot,Wrist Shot,NA,TOR,2017020794_99_shawn.ferris@wne.edu,-9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Travis Dermott,Connor Brown,Frederik Andersen,Tyler Bozak,Leo Komarov,Jake Gardiner,Tuukka Rask,David Krejci,Matt Grzelcyk,Ryan Spooner,Adam McQuaid,Jake DeBrusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tyler Bozak,Tuukka Rask
97,1,19:24:00,0:36:00,Shot,Wrist Shot,NA,BOS,2017020794_102_shawn.ferris@wne.edu,41,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_862306422_shawn.ferris@wne.edu:2017020794_873173768_shawn.ferris@wne.edu,Ron Hainsey,Patrick Marleau,Mitchell Marner,Frederik Andersen,Nazem Kadri,Morgan Rielly,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Backes,Frederik Andersen
98,1,19:42:00,0:18:00,Missed Shot,NA,NA,BOS,2017020794_103_shawn.ferris@wne.edu,38,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron Hainsey,Patrick Marleau,Mitchell Marner,Frederik Andersen,Nazem Kadri,Morgan Rielly,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zdeno Chara,NA
99,1,19:58:00,0:02:00,Missed Shot,NA,NA,BOS,2017020794_105,74,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron Hainsey,Patrick Marleau,Mitchell Marner,Frederik Andersen,Nazem Kadri,Morgan Rielly,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Tim Schaller,Charlie McAvoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tim Schaller,NA
100,3,1:21:00,18:39:00,Shot,Snap Shot,NA,BOS,2017020794_232_shawn.ferris@wne.edu,46,4,NA,NA,59,-22,46,4,Completed,BOS,31,17,29,-16,Completed,BOS,-55,40,-33,15,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_8615546_shawn.ferris@wne.edu:2017020794_766766281_shawn.ferris@wne.edu,Ron Hainsey,Zach Hyman,William Nylander,Frederik Andersen,Auston Matthews,Morgan Rielly,Brandon Carlo,Zdeno Chara,Patrice Bergeron,Tuukka Rask,Danton Heinen,David Pastrnak,David Pastrnak,Patrice Bergeron,Danton Heinen,David Pastrnak,Zdeno Chara,Danton Heinen,NA,NA,NA,NA,Patrice Bergeron,Frederik Andersen
101,3,1:24:00,18:36:00,Shot,Backhand,NA,BOS,2017020794_233_shawn.ferris@wne.edu,73,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_8615546_shawn.ferris@wne.edu:2017020794_766766281_shawn.ferris@wne.edu,Ron Hainsey,Zach Hyman,William Nylander,Frederik Andersen,Auston Matthews,Morgan Rielly,Brandon Carlo,Zdeno Chara,Patrice Bergeron,Tuukka Rask,Danton Heinen,David Pastrnak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrice Bergeron,Frederik Andersen
102,3,7:35:00,12:25:00,Shot,Wrist Shot,NA,BOS,2017020794_258_shawn.ferris@wne.edu,55,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_115415136_shawn.ferris@wne.edu:2017020794_925884393_shawn.ferris@wne.edu,Nikita Zaitsev,James van Riemsdyk,Connor Brown,Frederik Andersen,Tyler Bozak,Jake Gardiner,Brandon Carlo,Austin Czarnik,Tuukka Rask,Torey Krug,Sean Kuraly,Frank Vatrano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kuraly,Frederik Andersen
103,3,8:12:00,11:48:00,Shot,Wrist Shot,NA,TOR,2017020794_263_shawn.ferris@wne.edu,-72,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_999326707_shawn.ferris@wne.edu,Mitchell Marner,Nikita Zaitsev,William Nylander,Frederik Andersen,Nazem Kadri,Jake Gardiner,Riley Nash,Tuukka Rask,David Backes,Matt Grzelcyk,Adam McQuaid,Tim Schaller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William Nylander,Tuukka Rask
104,3,10:08:00,9:52:00,Missed Shot,NA,NA,TOR,2017020794_277_shawn.ferris@wne.edu,-31,-24,NA,NA,-95,-32,-30,-32,Completed,TOR,-69,22,-63,22,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Travis Dermott,James van Riemsdyk,Connor Brown,Frederik Andersen,Tyler Bozak,Morgan Rielly,Brandon Carlo,Tuukka Rask,David Krejci,Torey Krug,Ryan Spooner,Jake DeBrusk,Connor Brown,Morgan Rielly,Tyler Bozak,Connor Brown,NA,NA,NA,NA,NA,NA,Morgan Rielly,NA
105,3,13:09:00,6:51:00,Shot,Slap Shot,NA,BOS,2017020794_295_shawn.ferris@wne.edu,34,21,NA,NA,64,37,32,26,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_372273460_shawn.ferris@wne.edu:2017020794_321548893_shawn.ferris@wne.edu,Zach Hyman,Nikita Zaitsev,Travis Dermott,James van Riemsdyk,Frederik Andersen,Tyler Bozak,Tuukka Rask,David Krejci,Torey Krug,Ryan Spooner,Charlie McAvoy,Jake DeBrusk,David Krejci,Torey Krug,NA,NA,NA,NA,NA,NA,NA,NA,Torey Krug,Frederik Andersen
106,3,13:58:00,6:02:00,Shot,Snap Shot,NA,TOR,2017020794_300_shawn.ferris@wne.edu,-72,7,NA,NA,-99,4,-73,8,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,one-timer,2017020794_131241012_shawn.ferris@wne.edu:2017020794_94748255_shawn.ferris@wne.edu,Connor Carrick,Mitchell Marner,William Nylander,Frederik Andersen,Nazem Kadri,Morgan Rielly,Tuukka Rask,David Krejci,Matt Grzelcyk,Ryan Spooner,Adam McQuaid,Jake DeBrusk,Mitchell Marner,William Nylander,NA,NA,NA,NA,NA,NA,NA,NA,William Nylander,Tuukka Rask
107,3,14:28:00,5:32:00,Missed Shot,NA,NA,BOS,2017020794_303,22,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron Hainsey,Patrick Marleau,Connor Brown,Frederik Andersen,Auston Matthews,Morgan Rielly,Zdeno Chara,Patrice Bergeron,Tuukka Rask,Danton Heinen,Charlie McAvoy,David Pastrnak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charlie McAvoy,NA
108,3,16:18:00,3:42:00,Shot,Wrist Shot,NA,TOR,2017020794_307_shawn.ferris@wne.edu,-39,-21,NA,NA,-75,-36,-36,-21,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,Mitchell Marner,Dominic Moore,Travis Dermott,William Nylander,Frederik Andersen,Riley Nash,Zdeno Chara,Tuukka Rask,David Backes,Adam McQuaid,Jake DeBrusk,William Nylander,Travis Dermott,NA,NA,NA,NA,NA,NA,NA,NA,Travis Dermott,Tuukka Rask
109,3,16:42:00,3:18:00,Missed Shot,NA,NA,BOS,2017020794_309_shawn.ferris@wne.edu,77,10,NA,NA,84,-26,78,10,Completed,BOS,37,3,65,-28,Completed,BOS,49,-18,29,5,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,Mitchell Marner,Dominic Moore,Kasperi Kapanen,Frederik Andersen,Morgan Rielly,Zdeno Chara,Tuukka Rask,David Krejci,Ryan Spooner,Charlie McAvoy,Jake DeBrusk,Jake DeBrusk,Ryan Spooner,David Krejci,Jake DeBrusk,Ryan Spooner,David Krejci,NA,NA,NA,NA,Ryan Spooner,NA
110,3,18:48:00,1:12:00,Shot,Backhand,NA,TOR,2017020794_321_shawn.ferris@wne.edu,-77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020794_992136396_shawn.ferris@wne.edu,Connor Carrick,Dominic Moore,Travis Dermott,Kasperi Kapanen,Frederik Andersen,Leo Komarov,Austin Czarnik,Tuukka Rask,Matt Grzelcyk,Sean Kuraly,Adam McQuaid,Frank Vatrano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dominic Moore,Tuukka Rask
111,3,18:51:00,1:09:00,Missed Shot,NA,NA,TOR,2017020794_324,-56,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,Travis Dermott,James van Riemsdyk,Connor Brown,Frederik Andersen,Tyler Bozak,Brandon Carlo,Tuukka Rask,David Krejci,Torey Krug,Ryan Spooner,Jake DeBrusk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James van Riemsdyk,NA
112,1,1:15:00,18:45:00,Shot,Snap Shot,NA,TOR,2017020243_9_shawn.ferris@wne.edu,-59,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_343955498_shawn.ferris@wne.edu:2017020243_541859827_shawn.ferris@wne.edu,Riley Nash,Zdeno Chara,Anton Khudobin,Noel Acciari,Tim Schaller,Charlie McAvoy,Connor Carrick,James van Riemsdyk,Connor Brown,Frederik Andersen,Tyler Bozak,Andreas Borgman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James van Riemsdyk,Anton Khudobin
113,1,1:36:00,18:24:00,Shot,Snap Shot,NA,BOS,2017020243_13_shawn.ferris@wne.edu,63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_76216986_shawn.ferris@wne.edu,Anders Bjork,Jordan Szwarz,Zdeno Chara,Anton Khudobin,Sean Kuraly,Charlie McAvoy,Connor Carrick,Zach Hyman,Patrick Marleau,Connor Brown,Frederik Andersen,Andreas Borgman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean Kuraly,Frederik Andersen
114,1,2:15:00,17:45:00,Missed Shot,NA,NA,TOR,2017020243_19_shawn.ferris@wne.edu,-42,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_811329864_shawn.ferris@wne.edu,Brandon Carlo,Anton Khudobin,Matt Beleskey,Torey Krug,Sean Kuraly,Jake DeBrusk,Connor Carrick,Matt Martin,Dominic Moore,Frederik Andersen,Josh Leivo,Andreas Borgman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Carrick,NA
115,1,4:59:00,15:01:00,Shot,Backhand,NA,TOR,2017020243_31_shawn.ferris@wne.edu,-34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anders Bjork,Paul Postma,Brandon Carlo,Anton Khudobin,Danton Heinen,Sean Kuraly,Ron Hainsey,Mitchell Marner,James van Riemsdyk,Frederik Andersen,Tyler Bozak,Morgan Rielly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James van Riemsdyk,Anton Khudobin
116,1,5:15:00,14:45:00,Shot,Snap Shot,NA,BOS,2017020243_34_shawn.ferris@wne.edu,73,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_887259571_shawn.ferris@wne.edu:2017020243_754580402_shawn.ferris@wne.edu,Zdeno Chara,Anton Khudobin,Patrice Bergeron,Brad Marchand,Charlie McAvoy,David Pastrnak,Ron Hainsey,William Nylander,Frederik Andersen,Nazem Kadri,Morgan Rielly,Leo Komarov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brad Marchand,Frederik Andersen
117,1,5:24:00,14:36:00,Shot,Tip-In,NA,TOR,2017020243_35_shawn.ferris@wne.edu,-80,1,NA,NA,-79,39,-80,2,Completed,TOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_535469154_shawn.ferris@wne.edu,Zdeno Chara,Anton Khudobin,Patrice Bergeron,Brad Marchand,Charlie McAvoy,David Pastrnak,Ron Hainsey,William Nylander,Frederik Andersen,Nazem Kadri,Morgan Rielly,Leo Komarov,Leo Komarov,Nazem Kadri,NA,NA,NA,NA,NA,NA,NA,NA,Nazem Kadri,Anton Khudobin
118,1,5:48:00,14:12:00,Shot,Snap Shot,NA,TOR,2017020243_38_shawn.ferris@wne.edu,-49,15,NA,NA,-28,21,-62,14,Completed,TOR,-42,38,-28,23,Completed,TOR,-34,24,-33,36,Completed,TOR,16,-38,37,-25,Completed,TOR,NA,NA,NA,NA,NA,NA,tip,2017020243_333193278_shawn.ferris@wne.edu,Brandon Carlo,Anton Khudobin,Matt Beleskey,Torey Krug,Sean Kuraly,Jake DeBrusk,Connor Carrick,Matt Martin,Dominic Moore,Frederik Andersen,Josh Leivo,Andreas Borgman,Mitchell Marner,Matt Martin,Dominic Moore,Mitchell Marner,Connor Carrick,Dominic Moore,Mitchell Marner,Connor Carrick,NA,NA,Matt Martin,Anton Khudobin
119,1,6:48:00,13:12:00,Shot,Snap Shot,NA,BOS,2017020243_41_shawn.ferris@wne.edu,60,-21,NA,NA,-2,-33,21,-40,Completed,BOS,-25,-41,-4,-35,Completed,BOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017020243_493758506_shawn.ferris@wne.edu,Riley Nash,Zdeno Chara,Anton Khudobin,Noel Acciari,Tim Schaller,Charlie McAvoy,Mitchell Marner,Nikita Zaitsev,James van Riemsdyk,Frederik Andersen,Tyler Bozak,Jake Gardiner,Riley Nash,Noel Acciari,Charlie McAvoy,Riley Nash,NA,NA,NA,NA,NA,NA,Noel Acciari,Frederik Andersen
